RecordNumber,EventRecordId,TimeCreated,EventId,Level,Provider,Channel,ProcessId,ThreadId,Computer,ChunkNumber,UserId,MapDescription,UserName,RemoteHost,PayloadData1,PayloadData2,PayloadData3,PayloadData4,PayloadData5,PayloadData6,ExecutableInfo,HiddenRecord,SourceFile,Keywords,ExtraDataOffset,Payload
560,8065,2022-06-20 17:19:02.5892058,11,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,2800,6224,TEMPEST,9,S-1-5-18,FileCreate,NT AUTHORITY\SYSTEM,,"ProcessID: 1316, ProcessGUID: 4bbef3ae-abac-62b0-a90a-000000000700",RuleName: DLL,Image: C:\Program Files\Common Files\Microsoft Shared\ClickToRun\Updates\16.0.15225.20288\OfficeClickToRun.exe,TargetFilename: C:\Program Files (x86)\Microsoft Office\Updates\Download\PackageFiles\8801DF78-4AAE-4735-B3E4-213DE154925A\root\Office16\AUDIOSEARCHLTS.DLL,,,,False,C:\Users\byte store\Desktop\Incident Files Tempest\sysmon.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""DLL""},{""@Name"":""UtcTime"",""#text"":""2022-06-20 17:19:02.574""},{""@Name"":""ProcessGuid"",""#text"":""4bbef3ae-abac-62b0-a90a-000000000700""},{""@Name"":""ProcessId"",""#text"":""1316""},{""@Name"":""Image"",""#text"":""C:\\Program Files\\Common Files\\Microsoft Shared\\ClickToRun\\Updates\\16.0.15225.20288\\OfficeClickToRun.exe""},{""@Name"":""TargetFilename"",""#text"":""C:\\Program Files (x86)\\Microsoft Office\\Updates\\Download\\PackageFiles\\8801DF78-4AAE-4735-B3E4-213DE154925A\\root\\Office16\\AUDIOSEARCHLTS.DLL""},{""@Name"":""CreationUtcTime"",""#text"":""2022-06-20 17:19:02.574""},{""@Name"":""User"",""#text"":""NT AUTHORITY\\SYSTEM""}]}}"
561,8066,2022-06-20 17:19:02.6084836,11,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,2800,6224,TEMPEST,9,S-1-5-18,FileCreate,NT AUTHORITY\SYSTEM,,"ProcessID: 1316, ProcessGUID: 4bbef3ae-abac-62b0-a90a-000000000700",RuleName: DLL,Image: C:\Program Files\Common Files\Microsoft Shared\ClickToRun\Updates\16.0.15225.20288\OfficeClickToRun.exe,TargetFilename: C:\Program Files (x86)\Microsoft Office\Updates\Download\PackageFiles\8801DF78-4AAE-4735-B3E4-213DE154925A\root\Office16\AUDIOSEARCHMAIN.DLL,,,,False,C:\Users\byte store\Desktop\Incident Files Tempest\sysmon.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""DLL""},{""@Name"":""UtcTime"",""#text"":""2022-06-20 17:19:02.590""},{""@Name"":""ProcessGuid"",""#text"":""4bbef3ae-abac-62b0-a90a-000000000700""},{""@Name"":""ProcessId"",""#text"":""1316""},{""@Name"":""Image"",""#text"":""C:\\Program Files\\Common Files\\Microsoft Shared\\ClickToRun\\Updates\\16.0.15225.20288\\OfficeClickToRun.exe""},{""@Name"":""TargetFilename"",""#text"":""C:\\Program Files (x86)\\Microsoft Office\\Updates\\Download\\PackageFiles\\8801DF78-4AAE-4735-B3E4-213DE154925A\\root\\Office16\\AUDIOSEARCHMAIN.DLL""},{""@Name"":""CreationUtcTime"",""#text"":""2022-06-20 17:19:02.590""},{""@Name"":""User"",""#text"":""NT AUTHORITY\\SYSTEM""}]}}"
562,8067,2022-06-20 17:19:02.6766480,11,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,2800,6224,TEMPEST,9,S-1-5-18,FileCreate,NT AUTHORITY\SYSTEM,,"ProcessID: 1316, ProcessGUID: 4bbef3ae-abac-62b0-a90a-000000000700",RuleName: DLL,Image: C:\Program Files\Common Files\Microsoft Shared\ClickToRun\Updates\16.0.15225.20288\OfficeClickToRun.exe,TargetFilename: C:\Program Files (x86)\Microsoft Office\Updates\Download\PackageFiles\8801DF78-4AAE-4735-B3E4-213DE154925A\root\Office16\AUDIOSEARCHSAPIFE.DLL,,,,False,C:\Users\byte store\Desktop\Incident Files Tempest\sysmon.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""DLL""},{""@Name"":""UtcTime"",""#text"":""2022-06-20 17:19:02.668""},{""@Name"":""ProcessGuid"",""#text"":""4bbef3ae-abac-62b0-a90a-000000000700""},{""@Name"":""ProcessId"",""#text"":""1316""},{""@Name"":""Image"",""#text"":""C:\\Program Files\\Common Files\\Microsoft Shared\\ClickToRun\\Updates\\16.0.15225.20288\\OfficeClickToRun.exe""},{""@Name"":""TargetFilename"",""#text"":""C:\\Program Files (x86)\\Microsoft Office\\Updates\\Download\\PackageFiles\\8801DF78-4AAE-4735-B3E4-213DE154925A\\root\\Office16\\AUDIOSEARCHSAPIFE.DLL""},{""@Name"":""CreationUtcTime"",""#text"":""2022-06-20 17:19:02.668""},{""@Name"":""User"",""#text"":""NT AUTHORITY\\SYSTEM""}]}}"
563,8068,2022-06-20 17:19:02.7156527,11,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,2800,6224,TEMPEST,9,S-1-5-18,FileCreate,NT AUTHORITY\SYSTEM,,"ProcessID: 1316, ProcessGUID: 4bbef3ae-abac-62b0-a90a-000000000700",RuleName: DLL,Image: C:\Program Files\Common Files\Microsoft Shared\ClickToRun\Updates\16.0.15225.20288\OfficeClickToRun.exe,TargetFilename: C:\Program Files (x86)\Microsoft Office\Updates\Download\PackageFiles\8801DF78-4AAE-4735-B3E4-213DE154925A\root\Office16\AppSharingChromeHook.dll,,,,False,C:\Users\byte store\Desktop\Incident Files Tempest\sysmon.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""DLL""},{""@Name"":""UtcTime"",""#text"":""2022-06-20 17:19:02.699""},{""@Name"":""ProcessGuid"",""#text"":""4bbef3ae-abac-62b0-a90a-000000000700""},{""@Name"":""ProcessId"",""#text"":""1316""},{""@Name"":""Image"",""#text"":""C:\\Program Files\\Common Files\\Microsoft Shared\\ClickToRun\\Updates\\16.0.15225.20288\\OfficeClickToRun.exe""},{""@Name"":""TargetFilename"",""#text"":""C:\\Program Files (x86)\\Microsoft Office\\Updates\\Download\\PackageFiles\\8801DF78-4AAE-4735-B3E4-213DE154925A\\root\\Office16\\AppSharingChromeHook.dll""},{""@Name"":""CreationUtcTime"",""#text"":""2022-06-20 17:19:02.699""},{""@Name"":""User"",""#text"":""NT AUTHORITY\\SYSTEM""}]}}"
564,8069,2022-06-20 17:19:02.7267316,11,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,2800,6224,TEMPEST,9,S-1-5-18,FileCreate,NT AUTHORITY\SYSTEM,,"ProcessID: 1316, ProcessGUID: 4bbef3ae-abac-62b0-a90a-000000000700",RuleName: EXE,Image: C:\Program Files\Common Files\Microsoft Shared\ClickToRun\Updates\16.0.15225.20288\OfficeClickToRun.exe,TargetFilename: C:\Program Files (x86)\Microsoft Office\Updates\Download\PackageFiles\8801DF78-4AAE-4735-B3E4-213DE154925A\root\Office16\AppSharingHookController.exe,,,,False,C:\Users\byte store\Desktop\Incident Files Tempest\sysmon.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""EXE""},{""@Name"":""UtcTime"",""#text"":""2022-06-20 17:19:02.715""},{""@Name"":""ProcessGuid"",""#text"":""4bbef3ae-abac-62b0-a90a-000000000700""},{""@Name"":""ProcessId"",""#text"":""1316""},{""@Name"":""Image"",""#text"":""C:\\Program Files\\Common Files\\Microsoft Shared\\ClickToRun\\Updates\\16.0.15225.20288\\OfficeClickToRun.exe""},{""@Name"":""TargetFilename"",""#text"":""C:\\Program Files (x86)\\Microsoft Office\\Updates\\Download\\PackageFiles\\8801DF78-4AAE-4735-B3E4-213DE154925A\\root\\Office16\\AppSharingHookController.exe""},{""@Name"":""CreationUtcTime"",""#text"":""2022-06-20 17:19:02.715""},{""@Name"":""User"",""#text"":""NT AUTHORITY\\SYSTEM""}]}}"
565,8070,2022-06-20 17:19:02.7371247,11,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,2800,6224,TEMPEST,9,S-1-5-18,FileCreate,NT AUTHORITY\SYSTEM,,"ProcessID: 1316, ProcessGUID: 4bbef3ae-abac-62b0-a90a-000000000700",RuleName: DLL,Image: C:\Program Files\Common Files\Microsoft Shared\ClickToRun\Updates\16.0.15225.20288\OfficeClickToRun.exe,TargetFilename: C:\Program Files (x86)\Microsoft Office\Updates\Download\PackageFiles\8801DF78-4AAE-4735-B3E4-213DE154925A\root\Office16\Appshapi.dll,,,,False,C:\Users\byte store\Desktop\Incident Files Tempest\sysmon.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""DLL""},{""@Name"":""UtcTime"",""#text"":""2022-06-20 17:19:02.731""},{""@Name"":""ProcessGuid"",""#text"":""4bbef3ae-abac-62b0-a90a-000000000700""},{""@Name"":""ProcessId"",""#text"":""1316""},{""@Name"":""Image"",""#text"":""C:\\Program Files\\Common Files\\Microsoft Shared\\ClickToRun\\Updates\\16.0.15225.20288\\OfficeClickToRun.exe""},{""@Name"":""TargetFilename"",""#text"":""C:\\Program Files (x86)\\Microsoft Office\\Updates\\Download\\PackageFiles\\8801DF78-4AAE-4735-B3E4-213DE154925A\\root\\Office16\\Appshapi.dll""},{""@Name"":""CreationUtcTime"",""#text"":""2022-06-20 17:19:02.731""},{""@Name"":""User"",""#text"":""NT AUTHORITY\\SYSTEM""}]}}"
566,8071,2022-06-20 17:19:02.9005448,11,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,2800,6224,TEMPEST,9,S-1-5-18,FileCreate,NT AUTHORITY\SYSTEM,,"ProcessID: 1316, ProcessGUID: 4bbef3ae-abac-62b0-a90a-000000000700",RuleName: DLL,Image: C:\Program Files\Common Files\Microsoft Shared\ClickToRun\Updates\16.0.15225.20288\OfficeClickToRun.exe,TargetFilename: C:\Program Files (x86)\Microsoft Office\Updates\Download\PackageFiles\8801DF78-4AAE-4735-B3E4-213DE154925A\root\Office16\AutoHelper.dll,,,,False,C:\Users\byte store\Desktop\Incident Files Tempest\sysmon.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""DLL""},{""@Name"":""UtcTime"",""#text"":""2022-06-20 17:19:02.887""},{""@Name"":""ProcessGuid"",""#text"":""4bbef3ae-abac-62b0-a90a-000000000700""},{""@Name"":""ProcessId"",""#text"":""1316""},{""@Name"":""Image"",""#text"":""C:\\Program Files\\Common Files\\Microsoft Shared\\ClickToRun\\Updates\\16.0.15225.20288\\OfficeClickToRun.exe""},{""@Name"":""TargetFilename"",""#text"":""C:\\Program Files (x86)\\Microsoft Office\\Updates\\Download\\PackageFiles\\8801DF78-4AAE-4735-B3E4-213DE154925A\\root\\Office16\\AutoHelper.dll""},{""@Name"":""CreationUtcTime"",""#text"":""2022-06-20 17:19:02.887""},{""@Name"":""User"",""#text"":""NT AUTHORITY\\SYSTEM""}]}}"
567,8072,2022-06-20 17:19:02.9136789,11,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,2800,6224,TEMPEST,9,S-1-5-18,FileCreate,NT AUTHORITY\SYSTEM,,"ProcessID: 1316, ProcessGUID: 4bbef3ae-abac-62b0-a90a-000000000700",RuleName: DLL,Image: C:\Program Files\Common Files\Microsoft Shared\ClickToRun\Updates\16.0.15225.20288\OfficeClickToRun.exe,TargetFilename: C:\Program Files (x86)\Microsoft Office\Updates\Download\PackageFiles\8801DF78-4AAE-4735-B3E4-213DE154925A\root\Office16\BIPLAT.DLL,,,,False,C:\Users\byte store\Desktop\Incident Files Tempest\sysmon.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""DLL""},{""@Name"":""UtcTime"",""#text"":""2022-06-20 17:19:02.902""},{""@Name"":""ProcessGuid"",""#text"":""4bbef3ae-abac-62b0-a90a-000000000700""},{""@Name"":""ProcessId"",""#text"":""1316""},{""@Name"":""Image"",""#text"":""C:\\Program Files\\Common Files\\Microsoft Shared\\ClickToRun\\Updates\\16.0.15225.20288\\OfficeClickToRun.exe""},{""@Name"":""TargetFilename"",""#text"":""C:\\Program Files (x86)\\Microsoft Office\\Updates\\Download\\PackageFiles\\8801DF78-4AAE-4735-B3E4-213DE154925A\\root\\Office16\\BIPLAT.DLL""},{""@Name"":""CreationUtcTime"",""#text"":""2022-06-20 17:19:02.902""},{""@Name"":""User"",""#text"":""NT AUTHORITY\\SYSTEM""}]}}"
568,8073,2022-06-20 17:19:02.9395749,11,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,2800,6224,TEMPEST,9,S-1-5-18,FileCreate,NT AUTHORITY\SYSTEM,,"ProcessID: 1316, ProcessGUID: 4bbef3ae-abac-62b0-a90a-000000000700",RuleName: DLL,Image: C:\Program Files\Common Files\Microsoft Shared\ClickToRun\Updates\16.0.15225.20288\OfficeClickToRun.exe,TargetFilename: C:\Program Files (x86)\Microsoft Office\Updates\Download\PackageFiles\8801DF78-4AAE-4735-B3E4-213DE154925A\root\Office16\CHART.DLL,,,,False,C:\Users\byte store\Desktop\Incident Files Tempest\sysmon.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""DLL""},{""@Name"":""UtcTime"",""#text"":""2022-06-20 17:19:02.934""},{""@Name"":""ProcessGuid"",""#text"":""4bbef3ae-abac-62b0-a90a-000000000700""},{""@Name"":""ProcessId"",""#text"":""1316""},{""@Name"":""Image"",""#text"":""C:\\Program Files\\Common Files\\Microsoft Shared\\ClickToRun\\Updates\\16.0.15225.20288\\OfficeClickToRun.exe""},{""@Name"":""TargetFilename"",""#text"":""C:\\Program Files (x86)\\Microsoft Office\\Updates\\Download\\PackageFiles\\8801DF78-4AAE-4735-B3E4-213DE154925A\\root\\Office16\\CHART.DLL""},{""@Name"":""CreationUtcTime"",""#text"":""2022-06-20 17:19:02.934""},{""@Name"":""User"",""#text"":""NT AUTHORITY\\SYSTEM""}]}}"
569,8074,2022-06-20 17:19:03.9596238,11,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,2800,6224,TEMPEST,9,S-1-5-18,FileCreate,NT AUTHORITY\SYSTEM,,"ProcessID: 1316, ProcessGUID: 4bbef3ae-abac-62b0-a90a-000000000700",RuleName: DLL,Image: C:\Program Files\Common Files\Microsoft Shared\ClickToRun\Updates\16.0.15225.20288\OfficeClickToRun.exe,TargetFilename: C:\Program Files (x86)\Microsoft Office\Updates\Download\PackageFiles\8801DF78-4AAE-4735-B3E4-213DE154925A\root\Office16\CONTAB32.DLL,,,,False,C:\Users\byte store\Desktop\Incident Files Tempest\sysmon.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""DLL""},{""@Name"":""UtcTime"",""#text"":""2022-06-20 17:19:03.949""},{""@Name"":""ProcessGuid"",""#text"":""4bbef3ae-abac-62b0-a90a-000000000700""},{""@Name"":""ProcessId"",""#text"":""1316""},{""@Name"":""Image"",""#text"":""C:\\Program Files\\Common Files\\Microsoft Shared\\ClickToRun\\Updates\\16.0.15225.20288\\OfficeClickToRun.exe""},{""@Name"":""TargetFilename"",""#text"":""C:\\Program Files (x86)\\Microsoft Office\\Updates\\Download\\PackageFiles\\8801DF78-4AAE-4735-B3E4-213DE154925A\\root\\Office16\\CONTAB32.DLL""},{""@Name"":""CreationUtcTime"",""#text"":""2022-06-20 17:19:03.949""},{""@Name"":""User"",""#text"":""NT AUTHORITY\\SYSTEM""}]}}"
570,8075,2022-06-20 17:19:04.0200169,11,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,2800,6224,TEMPEST,9,S-1-5-18,FileCreate,NT AUTHORITY\SYSTEM,,"ProcessID: 1316, ProcessGUID: 4bbef3ae-abac-62b0-a90a-000000000700",RuleName: DLL,Image: C:\Program Files\Common Files\Microsoft Shared\ClickToRun\Updates\16.0.15225.20288\OfficeClickToRun.exe,TargetFilename: C:\Program Files (x86)\Microsoft Office\Updates\Download\PackageFiles\8801DF78-4AAE-4735-B3E4-213DE154925A\root\Office16\CONVERT\RM.DLL,,,,False,C:\Users\byte store\Desktop\Incident Files Tempest\sysmon.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""DLL""},{""@Name"":""UtcTime"",""#text"":""2022-06-20 17:19:04.012""},{""@Name"":""ProcessGuid"",""#text"":""4bbef3ae-abac-62b0-a90a-000000000700""},{""@Name"":""ProcessId"",""#text"":""1316""},{""@Name"":""Image"",""#text"":""C:\\Program Files\\Common Files\\Microsoft Shared\\ClickToRun\\Updates\\16.0.15225.20288\\OfficeClickToRun.exe""},{""@Name"":""TargetFilename"",""#text"":""C:\\Program Files (x86)\\Microsoft Office\\Updates\\Download\\PackageFiles\\8801DF78-4AAE-4735-B3E4-213DE154925A\\root\\Office16\\CONVERT\\RM.DLL""},{""@Name"":""CreationUtcTime"",""#text"":""2022-06-20 17:19:04.012""},{""@Name"":""User"",""#text"":""NT AUTHORITY\\SYSTEM""}]}}"
571,8076,2022-06-20 17:19:04.0307239,11,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,2800,6224,TEMPEST,9,S-1-5-18,FileCreate,NT AUTHORITY\SYSTEM,,"ProcessID: 1316, ProcessGUID: 4bbef3ae-abac-62b0-a90a-000000000700",RuleName: DLL,Image: C:\Program Files\Common Files\Microsoft Shared\ClickToRun\Updates\16.0.15225.20288\OfficeClickToRun.exe,TargetFilename: C:\Program Files (x86)\Microsoft Office\Updates\Download\PackageFiles\8801DF78-4AAE-4735-B3E4-213DE154925A\root\Office16\CONVERT\TRANSMGR.DLL,,,,False,C:\Users\byte store\Desktop\Incident Files Tempest\sysmon.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""DLL""},{""@Name"":""UtcTime"",""#text"":""2022-06-20 17:19:04.027""},{""@Name"":""ProcessGuid"",""#text"":""4bbef3ae-abac-62b0-a90a-000000000700""},{""@Name"":""ProcessId"",""#text"":""1316""},{""@Name"":""Image"",""#text"":""C:\\Program Files\\Common Files\\Microsoft Shared\\ClickToRun\\Updates\\16.0.15225.20288\\OfficeClickToRun.exe""},{""@Name"":""TargetFilename"",""#text"":""C:\\Program Files (x86)\\Microsoft Office\\Updates\\Download\\PackageFiles\\8801DF78-4AAE-4735-B3E4-213DE154925A\\root\\Office16\\CONVERT\\TRANSMGR.DLL""},{""@Name"":""CreationUtcTime"",""#text"":""2022-06-20 17:19:04.027""},{""@Name"":""User"",""#text"":""NT AUTHORITY\\SYSTEM""}]}}"
572,8077,2022-06-20 17:19:04.0406466,11,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,2800,6224,TEMPEST,9,S-1-5-18,FileCreate,NT AUTHORITY\SYSTEM,,"ProcessID: 1316, ProcessGUID: 4bbef3ae-abac-62b0-a90a-000000000700",RuleName: DLL,Image: C:\Program Files\Common Files\Microsoft Shared\ClickToRun\Updates\16.0.15225.20288\OfficeClickToRun.exe,TargetFilename: C:\Program Files (x86)\Microsoft Office\Updates\Download\PackageFiles\8801DF78-4AAE-4735-B3E4-213DE154925A\root\Office16\DBGCORE.DLL,,,,False,C:\Users\byte store\Desktop\Incident Files Tempest\sysmon.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""DLL""},{""@Name"":""UtcTime"",""#text"":""2022-06-20 17:19:04.027""},{""@Name"":""ProcessGuid"",""#text"":""4bbef3ae-abac-62b0-a90a-000000000700""},{""@Name"":""ProcessId"",""#text"":""1316""},{""@Name"":""Image"",""#text"":""C:\\Program Files\\Common Files\\Microsoft Shared\\ClickToRun\\Updates\\16.0.15225.20288\\OfficeClickToRun.exe""},{""@Name"":""TargetFilename"",""#text"":""C:\\Program Files (x86)\\Microsoft Office\\Updates\\Download\\PackageFiles\\8801DF78-4AAE-4735-B3E4-213DE154925A\\root\\Office16\\DBGCORE.DLL""},{""@Name"":""CreationUtcTime"",""#text"":""2022-06-20 17:19:04.027""},{""@Name"":""User"",""#text"":""NT AUTHORITY\\SYSTEM""}]}}"
573,8078,2022-06-20 17:19:04.0520520,11,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,2800,6224,TEMPEST,9,S-1-5-18,FileCreate,NT AUTHORITY\SYSTEM,,"ProcessID: 1316, ProcessGUID: 4bbef3ae-abac-62b0-a90a-000000000700",RuleName: DLL,Image: C:\Program Files\Common Files\Microsoft Shared\ClickToRun\Updates\16.0.15225.20288\OfficeClickToRun.exe,TargetFilename: C:\Program Files (x86)\Microsoft Office\Updates\Download\PackageFiles\8801DF78-4AAE-4735-B3E4-213DE154925A\root\vfs\ProgramFilesCommonX86\Microsoft Shared\DW\DBGCORE.DLL,,,,False,C:\Users\byte store\Desktop\Incident Files Tempest\sysmon.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""DLL""},{""@Name"":""UtcTime"",""#text"":""2022-06-20 17:19:04.043""},{""@Name"":""ProcessGuid"",""#text"":""4bbef3ae-abac-62b0-a90a-000000000700""},{""@Name"":""ProcessId"",""#text"":""1316""},{""@Name"":""Image"",""#text"":""C:\\Program Files\\Common Files\\Microsoft Shared\\ClickToRun\\Updates\\16.0.15225.20288\\OfficeClickToRun.exe""},{""@Name"":""TargetFilename"",""#text"":""C:\\Program Files (x86)\\Microsoft Office\\Updates\\Download\\PackageFiles\\8801DF78-4AAE-4735-B3E4-213DE154925A\\root\\vfs\\ProgramFilesCommonX86\\Microsoft Shared\\DW\\DBGCORE.DLL""},{""@Name"":""CreationUtcTime"",""#text"":""2022-06-20 17:19:04.043""},{""@Name"":""User"",""#text"":""NT AUTHORITY\\SYSTEM""}]}}"
574,8079,2022-06-20 17:19:04.0608352,11,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,2800,6224,TEMPEST,9,S-1-5-18,FileCreate,NT AUTHORITY\SYSTEM,,"ProcessID: 1316, ProcessGUID: 4bbef3ae-abac-62b0-a90a-000000000700",RuleName: DLL,Image: C:\Program Files\Common Files\Microsoft Shared\ClickToRun\Updates\16.0.15225.20288\OfficeClickToRun.exe,TargetFilename: C:\Program Files (x86)\Microsoft Office\Updates\Download\PackageFiles\8801DF78-4AAE-4735-B3E4-213DE154925A\root\Office16\DBGHELP.DLL,,,,False,C:\Users\byte store\Desktop\Incident Files Tempest\sysmon.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""DLL""},{""@Name"":""UtcTime"",""#text"":""2022-06-20 17:19:04.059""},{""@Name"":""ProcessGuid"",""#text"":""4bbef3ae-abac-62b0-a90a-000000000700""},{""@Name"":""ProcessId"",""#text"":""1316""},{""@Name"":""Image"",""#text"":""C:\\Program Files\\Common Files\\Microsoft Shared\\ClickToRun\\Updates\\16.0.15225.20288\\OfficeClickToRun.exe""},{""@Name"":""TargetFilename"",""#text"":""C:\\Program Files (x86)\\Microsoft Office\\Updates\\Download\\PackageFiles\\8801DF78-4AAE-4735-B3E4-213DE154925A\\root\\Office16\\DBGHELP.DLL""},{""@Name"":""CreationUtcTime"",""#text"":""2022-06-20 17:19:04.059""},{""@Name"":""User"",""#text"":""NT AUTHORITY\\SYSTEM""}]}}"
575,8080,2022-06-20 17:19:04.1118225,11,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,2800,6224,TEMPEST,9,S-1-5-18,FileCreate,NT AUTHORITY\SYSTEM,,"ProcessID: 1316, ProcessGUID: 4bbef3ae-abac-62b0-a90a-000000000700",RuleName: DLL,Image: C:\Program Files\Common Files\Microsoft Shared\ClickToRun\Updates\16.0.15225.20288\OfficeClickToRun.exe,TargetFilename: C:\Program Files (x86)\Microsoft Office\Updates\Download\PackageFiles\8801DF78-4AAE-4735-B3E4-213DE154925A\root\vfs\ProgramFilesCommonX86\Microsoft Shared\DW\DBGHELP.DLL,,,,False,C:\Users\byte store\Desktop\Incident Files Tempest\sysmon.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""DLL""},{""@Name"":""UtcTime"",""#text"":""2022-06-20 17:19:04.106""},{""@Name"":""ProcessGuid"",""#text"":""4bbef3ae-abac-62b0-a90a-000000000700""},{""@Name"":""ProcessId"",""#text"":""1316""},{""@Name"":""Image"",""#text"":""C:\\Program Files\\Common Files\\Microsoft Shared\\ClickToRun\\Updates\\16.0.15225.20288\\OfficeClickToRun.exe""},{""@Name"":""TargetFilename"",""#text"":""C:\\Program Files (x86)\\Microsoft Office\\Updates\\Download\\PackageFiles\\8801DF78-4AAE-4735-B3E4-213DE154925A\\root\\vfs\\ProgramFilesCommonX86\\Microsoft Shared\\DW\\DBGHELP.DLL""},{""@Name"":""CreationUtcTime"",""#text"":""2022-06-20 17:19:04.106""},{""@Name"":""User"",""#text"":""NT AUTHORITY\\SYSTEM""}]}}"
576,8081,2022-06-20 17:19:04.2004472,11,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,2800,6224,TEMPEST,9,S-1-5-18,FileCreate,NT AUTHORITY\SYSTEM,,"ProcessID: 1316, ProcessGUID: 4bbef3ae-abac-62b0-a90a-000000000700",RuleName: EXE,Image: C:\Program Files\Common Files\Microsoft Shared\ClickToRun\Updates\16.0.15225.20288\OfficeClickToRun.exe,TargetFilename: C:\Program Files (x86)\Microsoft Office\Updates\Download\PackageFiles\8801DF78-4AAE-4735-B3E4-213DE154925A\root\Office16\DCF\Common.DBConnection.exe,,,,False,C:\Users\byte store\Desktop\Incident Files Tempest\sysmon.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""EXE""},{""@Name"":""UtcTime"",""#text"":""2022-06-20 17:19:04.184""},{""@Name"":""ProcessGuid"",""#text"":""4bbef3ae-abac-62b0-a90a-000000000700""},{""@Name"":""ProcessId"",""#text"":""1316""},{""@Name"":""Image"",""#text"":""C:\\Program Files\\Common Files\\Microsoft Shared\\ClickToRun\\Updates\\16.0.15225.20288\\OfficeClickToRun.exe""},{""@Name"":""TargetFilename"",""#text"":""C:\\Program Files (x86)\\Microsoft Office\\Updates\\Download\\PackageFiles\\8801DF78-4AAE-4735-B3E4-213DE154925A\\root\\Office16\\DCF\\Common.DBConnection.exe""},{""@Name"":""CreationUtcTime"",""#text"":""2022-06-20 17:19:04.184""},{""@Name"":""User"",""#text"":""NT AUTHORITY\\SYSTEM""}]}}"
